label,timestamp1,timestamp2,x_out_fir,y_out_fir,z_out_fir
LatPulldown,,,183.3826904296875,985.0481567382812,482.0323791503906
LatPulldown,,,197.23272705078125,973.21337890625,441.1035461425781
LatPulldown,,,211.3329620361328,951.9019165039062,395.40057373046875
LatPulldown,,,221.53958129882812,928.97802734375,356.079833984375
LatPulldown,,,222.15582275390625,909.529541015625,329.6798400878906
LatPulldown,,,210.35494995117188,895.2899169921875,315.54425048828125
LatPulldown,,,188.41441345214844,885.7579956054688,308.5331726074219
LatPulldown,,,159.82797241210938,878.4039306640625,303.8180236816406
LatPulldown,,,125.2176284790039,870.0383911132812,300.25927734375
LatPulldown,,,84.1048355102539,859.7930297851562,301.5322265625
LatPulldown,,,39.414974212646484,850.4312744140625,313.4597473144531
LatPulldown,,,-3.6855969429016113,846.7833862304688,338.4966125488281
LatPulldown,,,-41.93860626220703,852.8045654296875,372.70263671875
LatPulldown,,,-74.39642333984375,869.5110473632812,407.92706298828125
LatPulldown,,,-100.05819702148438,894.494384765625,436.7861022949219
LatPulldown,,,-117.60974884033203,923.3455200195312,456.3184509277344
LatPulldown,,,-127.38034057617188,952.1610107421875,468.484130859375
LatPulldown,,,-128.76918029785156,980.0100708007812,478.0196838378906
LatPulldown,,,-117.45858001708984,1009.4520263671875,487.55218505859375
LatPulldown,,,-88.29454040527344,1044.1907958984375,494.5017395019531
LatPulldown,,,-42.207542419433594,1084.962890625,492.9677734375
LatPulldown,,,10.571175575256348,1128.0111083984375,478.3258361816406
LatPulldown,,,56.30291748046875,1168.262451171875,453.8769226074219
LatPulldown,,,83.87934112548828,1203.2037353515625,433.0260314941406
LatPulldown,,,91.00978088378906,1234.667724609375,433.029052734375
LatPulldown,,,83.9860610961914,1266.60205078125,461.8857116699219
LatPulldown,,,71.64199829101562,1301.4586181640625,510.58056640625
LatPulldown,,,61.67867660522461,1338.7620849609375,560.3536376953125
LatPulldown,,,59.80144500732422,1375.9520263671875,595.1557006835938
LatPulldown,,,70.27428436279297,1409.876220703125,609.4479370117188
LatPulldown,,,91.80805969238281,1436.6343994140625,606.8046264648438
LatPulldown,,,117.60969543457031,1452.7293701171875,594.776123046875
LatPulldown,,,141.1481170654297,1457.52001953125,581.8695068359375
LatPulldown,,,159.05296325683594,1454.21435546875,575.9490356445312
LatPulldown,,,170.93606567382812,1448.1116943359375,581.7821655273438
LatPulldown,,,177.17410278320312,1443.135498046875,597.2654418945312
LatPulldown,,,177.49563598632812,1440.3309326171875,614.1187133789062
LatPulldown,,,170.91717529296875,1438.3330078125,624.0908813476562
LatPulldown,,,156.54666137695312,1435.9078369140625,624.3243408203125
LatPulldown,,,136.3468475341797,1433.79638671875,616.5015258789062
LatPulldown,,,114.29067993164062,1433.759033203125,602.7593994140625
LatPulldown,,,93.93914031982422,1435.732421875,583.6942749023438
LatPulldown,,,77.99679565429688,1436.8760986328125,559.7412109375
LatPulldown,,,67.19164276123047,1433.724609375,533.7261962890625
LatPulldown,,,60.87826156616211,1424.9549560546875,511.0005187988281
LatPulldown,,,57.590980529785156,1412.4610595703125,496.7955322265625
LatPulldown,,,57.84811019897461,1399.426025390625,492.2793884277344
LatPulldown,,,65.9400863647461,1388.630126953125,493.3048400878906
LatPulldown,,,86.87464904785156,1381.11767578125,493.2569885253906
LatPulldown,,,122.60411834716797,1375.9742431640625,486.3372497558594
LatPulldown,,,166.494873046875,1370.39013671875,470.5916748046875
LatPulldown,,,203.61172485351562,1360.4249267578125,448.8045349121094
LatPulldown,,,220.65122985839844,1342.5482177734375,426.02130126953125
LatPulldown,,,216.27359008789062,1314.5362548828125,405.93560791015625
LatPulldown,,,199.83033752441406,1277.1273193359375,388.4684143066406
LatPulldown,,,177.46371459960938,1233.23046875,371.4774169921875
LatPulldown,,,146.15560913085938,1186.722900390625,353.82208251953125
LatPulldown,,,103.02127075195312,1141.4622802734375,336.95404052734375
LatPulldown,,,53.27388381958008,1100.297119140625,324.3949279785156
LatPulldown,,,8.246855735778809,1064.85986328125,319.27337646484375
LatPulldown,,,-22.65507698059082,1034.1951904296875,322.38763427734375
LatPulldown,,,-36.19976806640625,1005.9501342773438,331.03424072265625
LatPulldown,,,-33.356712341308594,978.3507080078125,340.1188049316406
LatPulldown,,,-18.004940032958984,950.9956665039062,345.5784912109375
LatPulldown,,,4.535377025604248,925.2227172851562,346.0705871582031
LatPulldown,,,29.708667755126953,903.4129028320312,341.6930236816406
LatPulldown,,,56.00202560424805,887.8616333007812,332.3665466308594
LatPulldown,,,84.20191955566406,878.7239990234375,317.6997985839844
LatPulldown,,,114.35735321044922,873.4654541015625,298.8207702636719
LatPulldown,,,145.6315460205078,869.56005859375,279.2886962890625
LatPulldown,,,176.39024353027344,866.354248046875,263.7208251953125
LatPulldown,,,202.37750244140625,864.1722412109375,256.4136047363281
LatPulldown,,,215.63687133789062,862.591552734375,260.441650390625
LatPulldown,,,210.72018432617188,860.5778198242188,276.9390563964844
LatPulldown,,,192.64898681640625,858.1819458007812,302.5596923828125
LatPulldown,,,174.52821350097656,857.11279296875,328.50946044921875
LatPulldown,,,167.40428161621094,859.7352294921875,344.5509033203125
LatPulldown,,,172.34756469726562,867.4984130859375,344.3671875
LatPulldown,,,182.2009735107422,880.4134521484375,328.3134765625
LatPulldown,,,188.7406768798828,896.7599487304688,302.2987976074219
LatPulldown,,,188.570068359375,912.93994140625,274.5167236328125
LatPulldown,,,183.41033935546875,924.4061279296875,253.24981689453125
LatPulldown,,,173.96119689941406,928.5643920898438,245.5864715576172
LatPulldown,,,157.97120666503906,927.2828979492188,254.4043731689453
LatPulldown,,,134.87696838378906,924.8681640625,276.5423278808594
LatPulldown,,,109.78427124023438,925.0240478515625,304.7940979003906
LatPulldown,,,89.44554138183594,928.2976684570312,332.7981262207031
LatPulldown,,,75.55435180664062,931.2105712890625,357.85736083984375
LatPulldown,,,65.67253112792969,928.2276611328125,377.97515869140625
LatPulldown,,,59.15338897705078,915.5241088867188,389.8627014160156
LatPulldown,,,58.80818176269531,894.984375,390.8498229980469
LatPulldown,,,66.10869598388672,872.0372924804688,381.9879150390625
